Caffeine_Intake,Reaction_Time,Cognitive_Score
221,315.98,75.02
349,257.4,64.47
363,381.14,54.42
249,288.57,61.52
270,596.93,45.16
255,402.32,71.8
52,552.69,30.19
397,562.59,34.75
496,360.33,51.77
255,212.51,80.68
326,354.7,79.41
269,397.82,36.12
319,492.02,33.72
325,313.55,61.84
414,410.18,47.41
85,485.64,52.41
188,391.82,63.49
347,379.84,72.1
105,585.5,46.87
114,260.48,99.11
125,459.18,53.37
97,429.67,50.25
404,429.25,31.13
216,480.69,44.52
44,443.91,40.98
495,576.56,25.51
423,496.18,30.84
178,592.33,11.22
298,217.07,81.46
257,350.21,43.79
138,553.51,38.04
497,543.82,29.12
306,567.14,46.66
17,587.6,32.48
66,309.85,100.0
291,370.1,60.65
37,201.43,93.94
119,369.62,55.57
272,569.23,40.29
257,363.23,50.17
177,315.32,77.96
71,326.32,71.54
81,560.44,0.0
411,454.85,45.12
427,587.89,33.68
254,470.28,77.24
320,541.0,18.68
187,300.68,95.0
235,441.2,69.72
481,460.13,45.29
386,424.77,44.88
468,446.45,51.28
459,312.78,65.39
211,544.33,14.16
455,535.93,50.68
325,592.89,19.14
496,294.34,61.87
112,335.02,56.47
384,334.57,71.51
373,397.31,70.57
319,350.36,58.18
55,448.15,61.56
452,443.59,50.98
5,214.11,78.12
167,387.57,47.56
15,493.23,72.24
213,524.31,37.46
108,313.3,74.42
357,463.54,53.55
292,328.36,63.58
261,424.44,60.99
149,219.15,81.44
307,402.53,38.32
388,506.69,28.74
438,453.83,45.4
356,353.64,48.44
207,283.77,85.92
430,428.36,54.46
473,234.8,88.16
44,301.3,89.8
124,598.33,30.95
311,420.36,55.17
114,529.14,19.03
66,438.6,35.78
15,573.45,31.08
209,493.33,48.85
397,325.77,88.22
165,413.59,62.72
41,321.4,90.11
370,203.91,100.0
392,446.58,20.58
20,551.62,24.21
145,507.15,60.38
6,268.97,86.1
31,249.64,92.02
298,342.14,77.57
35,450.22,32.96
48,520.93,31.87
435,316.75,55.61
140,257.67,70.86
27,562.57,33.6
463,598.73,29.3
415,404.25,47.42
403,217.99,100.0
456,568.6,20.11
375,209.59,92.17
154,359.82,54.05
136,599.4,39.28
116,583.55,32.87
3,398.08,45.74
294,595.3,38.25
68,538.57,5.83
311,242.23,98.16
407,502.91,63.84
59,239.47,90.11
325,328.22,75.15
480,588.15,37.03
239,488.09,52.52
369,375.74,71.25
362,561.26,0.87
313,366.48,75.16
307,361.25,51.1
226,532.08,16.85
109,221.6,90.84
120,472.57,47.44
345,324.84,67.31
468,357.77,48.26
415,429.52,59.11
360,288.17,100.0
147,512.18,40.7
260,584.42,25.75
260,256.72,73.51
471,524.05,10.59
86,257.23,85.41
249,548.03,18.18
150,410.06,35.41
104,206.03,100.0
170,509.36,30.06
2,203.53,100.0
220,424.61,69.38
296,405.79,46.45
81,291.86,72.99
268,285.2,75.91
262,589.6,9.84
113,203.89,80.16
314,502.81,36.67
364,247.55,65.81
184,478.78,31.87
121,327.37,58.32
447,292.61,90.89
410,315.06,76.24
66,218.29,97.7
269,408.26,44.18
145,308.24,99.38
423,358.88,69.18
125,495.03,35.94
346,470.59,31.9
171,247.8,75.88
254,544.33,30.25
127,580.23,23.46
265,434.5,40.48
484,401.99,42.52
274,517.96,36.89
205,447.9,68.25
145,331.71,56.26
16,252.45,71.46
461,447.97,57.12
430,285.56,61.46
295,202.89,97.54
315,227.83,88.38
445,247.21,61.65
420,528.08,25.44
313,373.72,74.7
435,359.36,28.31
8,444.72,61.67
129,255.34,88.86
91,269.43,79.73
449,332.24,55.4
158,508.35,50.91
438,269.12,67.99
95,542.64,50.66
237,405.2,40.93
66,329.27,80.45
249,212.86,87.89
171,520.31,56.61
386,543.19,11.9
144,236.31,100.0
77,438.85,59.87
42,476.06,49.87
169,276.39,60.75
144,487.38,28.74
494,546.6,35.72
70,256.39,79.02
223,431.26,46.11
9,494.47,52.46
86,494.94,48.19
264,204.28,80.97
261,508.21,40.78
433,306.38,79.48
64,542.88,34.94
114,472.52,44.17
466,312.92,84.48
481,502.04,19.06
334,426.96,46.91
378,201.54,100.0
18,313.9,100.0
13,422.52,56.22
302,345.22,74.92
489,582.9,13.02
260,267.76,93.52
59,320.27,93.34
91,259.01,76.81
17,550.48,59.61
82,200.75,80.0
9,501.48,58.34
444,595.97,19.79
45,526.67,61.02
45,569.9,28.92
271,470.99,44.83
24,508.96,56.34
438,368.48,78.33
434,404.81,63.35
275,269.34,60.16
233,360.97,46.23
220,423.27,45.3
240,298.94,92.33
224,410.61,42.74
193,507.0,41.94
286,502.45,40.99
481,566.87,41.7
101,573.05,45.82
180,203.96,100.0
62,260.37,81.92
65,437.05,84.86
384,297.12,56.0
71,484.82,40.23
304,242.39,82.92
17,255.76,67.63
146,583.64,28.96
340,200.99,77.4
417,330.71,68.99
206,534.09,16.96
422,294.18,75.98
458,557.22,25.92
85,271.85,84.79
255,536.46,37.39
245,445.71,42.92
200,269.43,100.0
29,256.59,100.0
439,235.03,86.85
248,285.53,100.0
363,317.63,57.15
467,540.04,7.25
318,586.25,22.58
116,432.59,67.13
476,334.74,40.24
324,393.17,66.64
132,343.45,77.72
21,464.63,47.04
206,568.76,28.59
214,304.81,64.47
254,378.58,46.67
108,374.5,79.72
45,358.09,66.82
145,586.28,47.54
206,485.81,31.96
389,332.86,68.49
302,509.76,42.65
304,433.86,40.16
249,399.59,29.32
117,408.01,81.66
174,403.88,39.81
224,256.64,64.75
251,410.54,56.26
283,318.58,74.09
71,349.98,73.5
116,370.07,58.3
217,569.73,27.46
194,370.48,44.17
381,381.9,33.58
490,527.15,37.99
458,242.25,93.02
352,470.52,21.64
343,579.22,6.85
358,533.42,22.89
482,293.16,76.0
101,522.17,39.5
135,431.75,59.14
62,340.75,50.97
121,492.85,35.14
153,509.4,19.94
301,329.26,76.9
229,497.84,59.35
74,271.24,48.41
302,291.15,91.14
404,309.72,67.15
429,299.62,62.38
416,231.36,80.37
485,317.52,64.58
321,301.1,78.6
359,314.76,85.56
206,247.81,79.33
214,448.87,35.51
452,297.45,78.99
425,261.77,91.97
356,574.43,0.0
87,345.53,68.52
480,348.07,68.84
88,398.35,55.55
432,352.45,41.97
243,416.24,63.67
303,494.98,38.84
476,357.11,77.31
47,388.96,87.48
437,378.05,51.1
134,286.49,64.77
439,599.2,15.15
66,383.87,65.6
238,399.5,43.31
239,272.87,90.54
366,447.69,49.07
253,331.29,57.52
304,265.22,73.42
108,550.17,36.65
361,438.05,38.52
270,514.14,43.06
444,557.3,29.84
457,536.65,31.82
93,238.27,78.48
335,270.86,99.26
463,288.42,78.87
455,296.44,63.59
188,414.51,64.26
325,275.99,98.25
480,441.53,52.06
37,377.82,55.09
403,294.67,71.33
94,294.29,56.22
295,228.23,69.96
307,273.24,85.97
251,290.53,83.61
385,394.53,26.9
183,331.01,43.52
80,507.28,42.25
346,447.41,48.96
230,481.21,26.4
325,588.78,31.62
55,324.15,63.17
43,246.7,100.0
112,242.13,98.76
318,274.72,50.8
491,246.76,65.7
407,508.16,33.82
11,582.73,53.46
71,471.23,39.29
98,347.02,75.8
140,279.69,85.64
307,306.09,74.15
201,304.21,80.43
373,532.93,38.07
229,407.32,51.68
358,234.25,61.55
139,590.41,18.92
240,471.6,46.45
171,386.88,60.4
139,503.37,47.72
72,543.52,18.87
416,499.6,38.26
395,531.48,57.27
328,396.86,52.0
493,514.43,27.15
147,588.96,30.1
223,399.01,67.69
93,391.12,59.15
371,517.54,34.37
340,367.96,76.17
156,447.62,46.23
103,298.29,80.12
354,281.71,71.52
182,281.37,93.86
51,396.42,59.36
17,268.52,78.86
337,461.31,57.58
114,281.25,60.45
0,219.74,76.33
164,234.12,87.7
157,401.23,66.14
302,443.6,59.63
461,328.0,73.71
460,473.75,24.09
138,230.08,76.84
28,297.76,70.86
477,233.7,66.26
141,391.05,69.41
186,586.49,36.88
326,510.62,39.43
381,454.19,56.73
111,299.26,80.25
487,282.25,80.82
7,492.09,36.89
465,438.28,54.15
267,577.99,28.03
2,313.75,91.22
281,492.7,72.41
51,472.19,55.23
281,401.78,71.47
389,329.97,68.22
370,219.93,89.44
416,222.22,100.0
181,370.2,62.48
185,582.13,20.58
162,321.63,88.21
180,395.31,46.11
231,460.78,49.08
233,267.55,53.9
399,532.56,15.66
427,563.1,30.76
249,271.8,84.92
409,209.06,81.28
167,383.48,55.35
405,557.41,17.3
135,353.19,65.78
316,268.01,68.61
406,564.8,27.6
247,286.03,66.39
120,475.62,56.43
66,386.24,70.46
439,508.96,14.04
404,316.73,71.13
170,298.63,87.98
227,290.63,56.72
61,208.69,100.0
496,355.4,77.3
195,583.29,34.09
194,519.88,50.47
38,573.05,48.98
168,534.53,23.15
307,368.52,41.54
378,229.12,97.3
279,555.91,19.77
340,226.52,93.55
388,542.87,6.01
217,440.36,33.77
404,297.29,72.67
176,555.91,48.33
452,553.88,17.65
437,468.45,30.28
308,347.68,49.49
447,270.48,76.13
340,234.36,94.74
135,534.54,20.96
41,597.72,50.56
27,279.24,94.12
498,442.98,59.76
233,454.24,43.08
231,545.51,40.61
128,529.78,44.39
408,448.41,49.4
12,531.16,63.83
238,310.24,79.48
114,228.82,100.0
24,222.83,84.08
32,553.82,48.36
36,311.06,64.84
426,418.81,52.58
460,315.79,89.57
30,567.25,48.51
380,434.94,68.21
56,551.2,28.11
7,273.1,89.14
340,476.27,49.97
275,227.84,85.13
359,514.95,15.29
104,347.5,58.7
362,254.19,80.49
301,346.4,53.0
110,542.47,51.14
480,408.12,57.23
276,326.1,81.38
54,414.69,25.36
196,222.63,89.18
314,519.26,27.98
225,420.96,57.14
72,229.88,90.3
9,486.95,59.96
77,507.85,46.62
390,215.01,88.62
218,269.81,94.27
313,337.71,65.76
128,226.85,91.48
267,305.62,73.97
477,407.88,42.83
297,274.74,69.52
210,384.57,62.36
301,575.66,23.49
195,273.38,80.24
429,290.98,89.27
347,470.58,23.18
113,275.1,51.94
145,282.06,68.89
247,581.88,27.73
209,590.94,37.63
36,240.82,79.69
13,441.07,59.13
211,308.68,64.38
25,222.96,82.94
331,223.08,86.15
444,207.33,76.72
155,528.88,29.65
341,246.47,72.4
27,250.82,81.51
276,414.22,46.04
232,398.17,43.35
384,524.64,12.18
59,418.0,43.2
318,368.11,77.24
301,239.98,99.78
25,212.32,66.66
55,392.68,45.55
88,557.36,22.6
236,356.09,86.53
143,449.0,59.56
368,565.66,47.41
277,390.19,53.68
421,497.34,7.14
456,302.66,87.94
485,204.08,98.84
210,391.98,69.27
439,554.72,7.37
272,223.17,62.92
54,502.38,38.09
308,419.86,74.56
123,285.31,62.99
219,277.88,95.41
295,311.28,56.62
75,219.65,84.89
321,223.74,76.39
440,235.91,75.98
124,217.5,100.0
493,239.13,92.08
233,257.58,76.71
328,374.78,52.93
293,264.64,76.73
261,202.87,80.87
79,321.98,80.11
118,209.45,84.58
70,319.21,74.65
455,492.02,22.9
278,235.31,71.72
300,319.71,76.76
317,512.28,42.78
4,247.51,71.52
97,599.2,27.29
8,399.41,69.92
118,208.8,63.89
29,363.96,42.21
414,526.93,29.8
476,250.85,51.82
132,236.16,79.05
93,446.49,65.18
457,217.32,100.0
217,593.22,28.64
263,401.51,52.27
84,446.92,45.78
70,571.39,29.37
104,544.48,51.17
453,207.02,66.99
93,410.91,57.1
422,277.78,69.16
183,232.42,73.0
367,524.51,37.74
476,424.52,75.03
222,498.7,31.84
125,402.51,46.67
172,402.53,64.67
158,272.34,91.45
383,458.92,23.75
191,323.32,49.79
174,293.74,87.26
455,571.7,42.97
421,393.58,66.38
360,290.07,83.4
84,562.38,41.39
344,575.57,17.39
326,319.83,72.22
73,285.35,75.93
323,282.45,91.27
249,332.39,69.82
377,355.9,57.99
61,572.69,37.63
171,372.99,65.42
452,400.32,69.54
228,505.03,30.67
460,207.52,100.0
218,384.23,51.45
80,364.83,61.04
275,246.78,67.12
289,579.78,33.19
223,582.8,33.86
317,537.05,19.3
56,460.77,54.14
11,266.9,72.0
495,405.98,48.29
312,544.38,33.13
76,368.5,64.91
319,346.38,50.49
499,245.58,79.84
47,349.79,60.36
140,399.04,44.14
268,364.65,70.32
404,494.13,48.96
464,349.52,76.57
29,549.96,10.31
328,485.4,46.04
221,329.43,56.18
319,417.35,59.61
91,527.82,26.56
405,320.69,62.1
70,431.77,30.69
121,444.55,27.39
309,337.94,59.05
450,324.8,80.67
360,355.96,43.12
471,443.93,42.39
492,558.03,27.6
419,210.65,100.0
265,252.89,80.8
411,428.23,37.26
219,469.31,50.4
269,583.21,8.32
84,561.63,6.01
111,370.75,73.09
464,563.61,28.58
384,295.36,68.29
279,374.72,43.92
26,573.92,30.58
496,533.55,42.5
255,242.35,97.06
274,385.93,61.75
78,321.6,83.89
130,233.14,86.84
129,346.51,51.52
194,249.95,63.86
259,274.93,83.4
146,265.36,84.5
395,345.49,78.27
201,586.65,23.56
376,424.28,77.42
426,392.8,49.21
167,527.99,27.71
390,469.56,34.24
309,417.89,64.62
410,263.73,58.19
198,518.55,36.82
441,570.98,45.82
163,559.74,17.6
99,514.33,27.65
351,593.25,16.45
382,507.13,31.89
424,412.72,66.53
32,412.73,38.97
495,208.32,69.88
401,242.55,86.5
216,482.72,34.83
64,223.21,92.77
43,530.78,35.93
427,567.24,24.82
145,442.3,39.38
203,480.2,39.91
307,300.41,88.44
1,217.61,100.0
113,574.96,50.06
422,317.14,84.75
343,476.35,40.5
262,377.88,39.63
126,267.93,77.08
249,530.78,23.16
375,304.26,66.34
39,220.49,89.47
258,278.94,87.7
233,488.29,22.16
164,235.52,94.57
207,244.5,87.21
19,410.13,62.72
391,295.69,68.0
138,254.29,86.66
191,311.0,69.8
210,471.79,43.67
310,494.62,28.71
47,409.91,46.69
150,352.3,60.53
213,551.57,20.76
11,357.63,64.88
307,430.99,55.93
14,308.98,73.42
115,585.2,24.37
271,555.4,37.66
273,553.9,31.67
186,227.55,77.55
298,392.02,65.7
199,449.07,40.58
493,402.35,46.68
14,432.85,59.33
295,398.61,41.96
297,585.7,34.84
454,369.17,60.74
468,410.69,50.84
126,239.93,100.0
364,220.32,72.2
473,367.86,83.03
72,209.92,100.0
17,272.01,95.72
91,459.38,35.97
134,316.57,87.91
214,396.82,44.28
38,581.03,41.05
94,307.95,87.7
462,499.86,15.35
216,589.0,33.56
62,536.91,30.52
209,312.31,64.02
404,410.43,66.21
114,552.91,33.57
393,314.73,68.08
184,369.46,45.39
463,423.72,49.22
62,225.81,91.88
208,432.98,71.78
147,232.63,96.49
128,516.44,45.77
476,576.82,27.29
93,438.89,62.99
17,206.17,100.0
18,374.94,69.7
197,266.04,100.0
4,237.97,82.81
339,391.8,67.87
387,587.87,32.68
463,440.75,49.93
201,442.21,56.68
488,578.22,32.87
196,509.44,15.42
208,564.71,27.97
362,459.48,45.73
451,479.67,48.08
187,446.59,36.23
461,569.81,15.46
403,237.96,83.13
192,363.21,81.53
397,215.38,86.71
181,598.83,21.72
224,556.93,25.2
155,508.16,46.96
286,268.35,67.76
172,369.82,65.82
420,478.58,38.24
384,282.42,74.6
56,530.93,29.49
204,520.47,61.92
263,384.69,51.08
94,373.05,43.79
375,579.84,9.31
217,453.99,75.34
164,394.92,63.25
119,287.12,100.0
195,368.56,92.67
200,523.21,65.9
418,453.29,83.24
453,472.95,36.41
240,546.99,41.78
10,508.08,58.57
2,242.29,100.0
7,235.85,93.9
208,277.31,59.82
34,463.14,42.43
55,335.5,74.03
386,417.31,43.28
117,267.9,78.06
413,558.41,24.42
237,488.35,53.62
81,230.16,100.0
461,491.16,37.27
435,382.52,74.1
130,319.42,71.91
273,470.9,39.16
234,537.14,24.5
21,470.13,45.47
102,464.41,42.66
379,447.18,60.84
9,279.83,97.18
491,525.46,45.9
499,359.24,67.55
89,516.58,16.97
213,506.81,45.87
89,461.63,50.73
458,440.33,58.4
418,398.68,55.54
1,386.11,57.78
171,201.3,86.63
56,471.23,41.59
330,584.92,43.56
332,433.0,60.99
430,393.74,64.78
296,483.36,29.07
29,217.46,90.08
134,417.18,46.19
312,324.63,65.91
263,515.66,30.9
80,473.46,78.49
69,325.24,85.46
13,200.95,86.3
495,431.36,61.41
247,554.75,46.55
298,435.92,62.09
196,356.0,82.65
469,417.6,65.12
196,285.06,84.17
343,238.55,84.03
374,327.79,79.64
400,443.24,40.58
134,228.61,93.87
491,505.53,33.58
116,506.9,37.6
108,466.09,41.31
160,337.4,66.32
28,599.12,39.39
154,537.98,58.31
210,284.97,59.7
413,298.95,61.12
234,214.09,98.04
13,333.36,97.33
301,310.46,48.29
346,511.78,42.18
402,389.94,32.87
104,271.9,67.55
441,536.97,36.63
346,357.04,37.22
132,471.45,50.88
466,324.06,56.47
39,436.2,63.47
12,255.39,64.04
148,555.7,28.27
121,290.74,90.32
193,553.03,13.47
142,457.03,50.94
240,275.61,87.76
135,416.18,55.29
274,580.65,9.65
7,461.48,72.1
431,351.9,89.33
61,267.49,100.0
32,465.93,57.6
221,298.56,83.62
387,550.03,35.49
477,319.98,72.58
475,240.64,91.79
174,592.12,32.88
442,226.64,59.84
276,240.42,99.56
126,361.72,55.59
139,293.48,63.51
62,506.75,44.9
438,259.93,85.02
315,349.29,68.74
479,291.77,77.84
406,286.42,72.59
68,356.83,98.32
499,440.16,42.36
126,338.9,70.05
427,328.79,56.21
178,466.22,53.19
177,336.29,70.61
173,383.46,84.83
207,224.77,100.0
465,532.74,39.81
173,363.9,68.29
18,574.7,48.16
473,226.49,76.89
92,409.05,71.34
128,348.82,64.45
196,508.23,63.77
358,475.8,45.79
77,387.68,77.05
407,291.47,96.28
296,443.07,72.48
218,210.77,92.66
228,322.96,60.91
366,530.88,60.3
1,534.01,58.43
400,425.87,88.02
89,359.18,60.01
10,230.17,87.24
155,586.6,35.98
258,294.01,79.84
274,264.22,72.83
168,454.74,63.6
126,385.94,54.91
433,513.17,47.66
11,441.57,45.74
433,487.21,44.49
376,501.83,42.89
98,510.77,42.96
212,426.08,53.45
9,343.82,74.72
283,285.12,87.32
351,312.75,83.46
49,451.27,49.26
291,416.8,40.16
191,277.15,73.29
324,271.27,79.91
166,583.97,50.1
455,382.68,53.72
408,355.76,59.1
80,209.2,85.88
452,425.86,49.13
242,372.25,69.12
241,500.06,43.54
372,502.05,53.04
26,439.44,51.44
176,295.8,50.28
263,254.05,90.7
155,299.3,86.92
32,478.73,56.22
433,260.71,90.24
19,216.04,100.0
435,484.07,44.92
308,391.9,62.37
47,303.18,94.23
388,562.42,13.95
221,375.49,83.9
14,442.7,73.99
196,579.97,19.27
371,526.39,29.15
210,233.39,86.2
486,364.78,59.68
120,316.74,65.86
347,528.36,32.25
149,248.59,73.54
245,218.65,72.51
190,317.24,76.83
99,436.71,60.08
7,571.77,5.06
94,581.66,15.13
255,397.1,80.57
490,436.26,19.54
397,207.35,94.2
281,545.69,26.13
282,326.59,84.13
127,403.73,47.12
30,259.45,94.16
30,399.89,89.1
472,233.65,100.0
367,419.28,74.13
221,462.71,33.06
103,339.02,59.09
244,403.6,68.65
490,396.85,69.66
149,487.33,72.65
487,422.22,53.54
73,225.21,88.86
229,267.06,100.0
497,397.3,32.59
1,264.95,84.42
172,253.31,84.84
285,225.37,83.29
212,538.62,42.84
151,220.35,93.81
121,300.24,94.99
201,517.41,56.64
122,509.46,40.6
307,543.96,4.2
226,256.17,89.69
292,475.44,37.92
155,359.77,69.69
487,480.78,37.93
171,447.01,48.43
404,526.73,48.58
240,569.6,30.02
444,512.11,20.17
314,284.22,66.5
286,545.66,32.09
50,210.65,96.59
109,502.02,36.7
77,493.4,30.63
430,537.37,37.64
417,254.46,83.95
4,463.22,54.92
392,267.49,75.03
4,531.77,53.04
58,476.82,62.47
242,392.38,43.76
263,486.58,61.14
90,553.02,30.83
471,551.38,45.98
229,378.77,67.09
394,353.44,39.11
25,333.35,66.54
332,454.2,56.31
124,389.52,72.15
325,433.97,35.07
136,409.63,48.96
307,470.87,8.28
173,360.4,72.12
405,352.11,60.36
426,318.24,72.84
18,469.6,53.87
487,477.76,22.63
288,583.63,35.32
461,219.85,96.04
239,566.31,20.29
479,308.19,73.95
400,462.6,26.25
85,554.42,28.25
258,350.38,54.39
269,451.95,54.5
75,303.42,58.63
27,465.96,44.35
471,239.13,84.03
346,316.75,74.94
478,413.74,54.48
249,243.71,69.95
19,362.32,71.03
390,254.56,71.42
103,587.98,16.44
169,247.22,79.42
206,331.44,77.89
122,570.95,12.0
448,354.0,52.69
41,334.9,79.81
126,233.63,85.74
175,490.83,37.85
471,538.31,24.46
474,576.09,0.6
25,371.41,67.1
149,455.03,41.23
177,438.03,56.81
428,325.96,46.96
173,230.35,51.15
215,202.29,86.84
374,494.35,57.83
471,448.2,50.68
422,326.49,60.9
440,374.8,35.18
248,382.43,50.95
188,561.33,53.33
74,578.29,1.94
338,256.47,77.04
379,331.47,49.52
402,271.29,84.84
185,201.53,89.36
41,536.71,6.13
72,524.91,47.03
387,483.08,49.35
64,316.73,82.93
256,533.04,14.14
341,520.8,32.13
56,304.78,79.03
234,565.82,55.87
479,308.81,48.3
62,477.37,48.0
90,206.65,79.16
385,412.98,63.72
83,258.7,100.0
451,380.75,76.67
479,436.16,39.73
193,498.07,51.63
191,299.24,91.26
310,582.47,27.72
307,396.68,70.85
29,355.07,58.04
365,316.82,52.75
302,523.87,62.7
405,475.68,42.42
316,300.86,80.79
499,419.49,48.3
242,369.07,46.5
218,488.33,39.15
268,554.59,10.41
121,358.42,73.54
86,458.6,42.15
317,254.77,66.45
180,227.9,73.42
186,580.41,27.65
237,426.99,52.49
379,450.26,58.78
415,508.01,32.48
114,566.54,35.25
293,553.99,9.06
445,443.36,31.16
98,489.21,42.06
138,574.26,37.43
49,210.89,81.02
459,208.71,71.24
113,368.87,76.21
260,593.11,28.45
66,574.63,10.11
493,485.45,43.83
302,368.85,38.43
266,433.96,64.25
166,598.56,28.12
442,282.04,83.95
323,272.75,78.98
497,497.69,44.56
272,596.93,24.82
19,459.12,28.75
329,501.77,58.94
184,564.96,39.81
327,597.1,9.79
9,239.99,88.17
248,397.06,70.71
385,409.97,27.52
404,485.82,37.5
439,318.54,88.28
98,459.04,70.33
0,375.29,58.25
70,352.9,78.18
430,378.24,60.76
151,391.36,49.9
385,241.24,75.84
345,419.16,49.29
71,461.02,73.69
217,463.3,53.09
448,393.62,27.44
208,379.88,58.23
296,543.55,47.79
324,356.33,84.63
312,426.13,78.94
79,223.39,89.99
74,449.71,45.02
471,297.89,80.98
412,469.24,49.3
445,203.27,88.02
430,548.3,28.57
393,255.15,83.12
147,530.85,44.64
57,213.36,100.0
460,406.12,39.66
103,595.74,16.65
272,492.81,33.72
370,321.82,45.96
182,348.82,85.77
406,367.65,72.46
189,342.28,82.77
86,233.55,81.6
344,365.75,76.11
145,496.94,56.83
124,489.02,66.97
305,452.04,73.81
339,275.94,88.83
156,306.72,58.06
58,527.24,63.62
253,449.55,67.06
372,503.36,14.77
406,328.79,65.03
9,406.09,67.44
425,417.09,63.98
101,541.84,29.27
355,554.31,31.82
139,544.3,31.15
421,583.86,29.67
430,274.48,66.8
80,332.13,50.5
470,374.2,49.23
231,419.34,48.74
376,243.41,63.21
343,475.66,39.56
266,492.68,53.22
350,545.36,45.21
473,475.52,51.84
459,386.22,56.3
142,304.35,59.79
50,405.66,28.89
184,317.08,77.37
214,579.57,5.62
84,429.71,63.9
491,536.68,43.48
418,462.05,41.78
252,520.73,19.97
213,470.12,43.09
410,559.6,37.58
73,317.93,64.4
405,215.92,100.0
402,333.82,33.12
384,292.37,71.89
281,483.97,34.87
430,499.37,51.67
131,509.42,58.08
404,578.56,27.79
173,289.55,58.58
144,590.57,53.59
92,470.99,66.01
280,423.01,52.15
285,355.74,54.26
5,531.4,37.03
413,569.5,8.17
349,318.31,61.77
259,339.03,65.22
171,369.39,56.36
404,555.54,17.73
468,571.74,43.8
357,367.54,48.85
335,321.05,75.49
225,312.58,61.25
406,389.63,64.69
275,370.42,66.21
366,381.99,58.62
256,378.69,61.01
298,568.15,37.7
167,404.69,36.81
312,598.51,31.71
446,269.2,75.91
17,210.29,100.0
390,276.6,65.9
67,386.83,52.74
134,490.92,55.9
385,565.7,9.32
395,571.82,29.1
400,512.65,34.76
280,226.92,100.0
4,266.18,78.11
308,231.95,95.68
403,558.94,21.03
194,236.07,78.28
473,314.37,87.6
422,407.81,63.54
481,249.42,74.11
366,337.94,62.76
447,475.73,35.97
486,536.81,30.56
330,520.45,49.31
346,418.06,41.1
203,361.92,57.67
223,452.82,42.42
211,217.25,100.0
53,585.78,43.81
457,261.99,62.6
52,544.19,29.71
215,459.11,23.23
440,226.84,98.04
417,404.44,52.15
111,539.93,59.79
261,516.3,46.13
274,496.4,37.74
25,483.62,54.95
366,596.7,21.18
140,525.55,36.01
492,592.97,4.93
473,268.45,82.05
281,290.43,92.12
297,570.96,41.2
309,494.43,72.06
188,345.76,56.96
88,363.58,56.64
171,445.07,68.25
446,267.06,65.82
230,206.26,100.0
188,367.19,59.09
447,483.49,26.83
242,359.79,57.64
105,557.4,29.45
420,557.09,37.35
402,397.22,40.91
361,438.85,56.39
451,487.06,48.7
498,476.05,34.6
389,525.78,24.74
93,375.05,42.43
183,449.28,55.66
465,581.59,22.47
393,581.17,38.63
198,280.1,60.96
9,595.14,38.78
303,395.32,55.4
40,377.33,74.71
283,341.92,61.65
217,408.42,80.14
432,300.55,53.67
454,368.34,62.33
64,230.26,69.39
42,282.7,81.74
225,516.47,63.52
19,306.53,76.98
301,282.97,80.17
350,518.67,44.66
64,371.18,89.16
175,225.07,88.44
108,254.26,94.86
25,390.97,60.54
302,368.03,50.02
361,264.18,83.05
89,476.26,41.74
498,589.52,35.54
152,401.68,57.41
205,502.68,59.02
101,433.52,37.28
327,433.77,56.36
13,218.66,100.0
158,523.01,34.67
309,523.95,30.54
296,392.54,58.61
431,360.2,49.6
271,327.38,76.07
205,574.84,22.44
185,555.69,45.88
409,585.1,40.5
348,298.22,81.84
412,294.66,54.95
1,264.09,80.62
46,251.24,86.86
378,568.19,22.14
176,501.37,37.52
307,588.11,45.99
104,398.87,76.29
274,322.94,75.75
292,497.29,49.18
274,422.77,48.66
83,508.83,33.99
394,221.72,91.72
368,529.91,16.72
371,357.86,71.54
113,579.59,40.69
400,518.09,38.15
40,211.16,100.0
170,236.72,87.7
0,377.4,63.65
340,354.83,51.21
290,462.9,61.15
5,571.96,43.32
368,371.65,28.85
328,491.05,38.2
453,360.08,70.38
389,345.78,79.69
413,564.93,34.84
366,541.37,41.9
446,369.25,54.84
491,302.68,88.18
389,507.68,31.26
442,355.47,58.41
456,556.18,22.18
412,511.75,37.52
452,560.68,28.01
222,388.52,69.16
247,264.69,67.04
436,401.34,40.59
380,447.19,54.97
126,383.86,74.4
404,555.0,27.67
173,357.94,87.83
257,562.99,32.98
434,311.27,75.29
170,277.5,78.4
283,302.37,52.34
352,201.64,81.2
494,512.63,24.83
290,217.18,92.85
171,484.82,45.03
84,279.39,100.0
18,361.96,57.36
355,250.33,98.28
363,349.37,72.26
113,217.24,100.0
237,456.6,48.81
409,530.2,21.3
248,217.09,89.56
102,338.09,50.26
254,333.29,82.57
230,405.81,50.06
104,478.05,53.3
110,272.52,93.03
73,280.34,71.37
332,406.64,61.19
198,505.84,40.43
110,235.71,77.06
135,301.93,100.0
126,571.12,24.29
52,387.26,89.57
301,408.95,74.72
413,281.01,56.75
318,516.46,33.41
104,532.42,19.68
385,476.4,38.85
292,512.14,5.25
304,594.97,3.06
2,593.94,15.07
108,570.79,14.56
320,305.97,58.36
284,262.02,72.9
229,266.38,75.42
83,211.26,95.43
67,265.15,65.07
478,322.63,71.92
277,332.1,62.91
243,532.43,27.45
417,306.57,69.71
415,368.65,56.21
319,217.87,100.0
60,449.27,46.02
